priority,ticker,peer_blocker_type,unlock_stage,workflow_group,workflow_scope,next_action_summary,peer_trend_status,peer_valuation_status,peer_count,ready_peer_count,peer_price_ready_count,peer_momentum_ready_count,peer_fundamentals_ready_count,peer_valuation_ready_count,sample_peers,missing_peer_reason,next_peer_action,next_input_file,validation_sequence,focus_command,example_command,copy_only_note,updated_at
3,KLAC,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KLAC in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KLAC,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.188499+00:00
3,KLIC,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KLIC in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KLIC,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.188596+00:00
3,KLRA,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KLRA in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KLRA,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.188687+00:00
3,KLRS,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KLRS in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KLRS,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.188777+00:00
3,KLTR,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KLTR in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KLTR,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.188867+00:00
3,KLXE,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KLXE in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KLXE,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.189023+00:00
3,KMB,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KMB in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KMB,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.189513+00:00
3,KMDA,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KMDA in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KMDA,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.189667+00:00
3,KMI,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KMI in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KMI,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.189815+00:00
3,KMRK,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KMRK in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KMRK,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.189911+00:00
3,KMTS,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KMTS in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KMTS,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.190004+00:00
3,KNDI,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KNDI in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KNDI,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.190097+00:00
3,KNSA,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KNSA in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KNSA,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.190188+00:00
3,KO,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KO in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KO,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.190348+00:00
3,KOD,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KOD in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KOD,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.191100+00:00
3,KOPN,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KOPN in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KOPN,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.191700+00:00
3,KOSS,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KOSS in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KOSS,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.191861+00:00
3,KOYN,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KOYN in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KOYN,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.191970+00:00
3,KPLT,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KPLT in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KPLT,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.192666+00:00
3,KPRX,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KPRX in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KPRX,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.194009+00:00
3,KPTI,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KPTI in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KPTI,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.197493+00:00
3,KR,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KR in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KR,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.200722+00:00
3,KRAQ,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KRAQ in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KRAQ,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.200871+00:00
3,KRMD,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KRMD in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KRMD,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.200976+00:00
3,KRNT,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KRNT in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KRNT,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.201126+00:00
3,KRNY,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KRNY in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KRNY,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.202399+00:00
3,KROS,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KROS in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KROS,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.202712+00:00
3,KRRO,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KRRO in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KRRO,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.209879+00:00
3,KRT,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KRT in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KRT,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.210317+00:00
3,KRUS,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KRUS in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KRUS,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.210467+00:00
3,KRYS,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KRYS in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KRYS,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.210577+00:00
3,KSCP,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KSCP in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KSCP,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.210810+00:00
3,KSPI,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KSPI in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KSPI,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.211478+00:00
3,KTCC,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KTCC in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KTCC,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.211720+00:00
3,KTOS,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KTOS in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KTOS,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.212035+00:00
3,KTTA,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KTTA in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KTTA,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.212279+00:00
3,KTWO,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KTWO in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KTWO,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.212596+00:00
3,KURA,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KURA in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KURA,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.212972+00:00
3,KUST,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KUST in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KUST,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.213674+00:00
3,KVAC,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KVAC in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KVAC,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.214832+00:00
3,KVHI,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KVHI in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KVHI,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.215094+00:00
3,KVUE,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KVUE in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KVUE,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.215629+00:00
3,KWM,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KWM in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KWM,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.215948+00:00
3,KXIN,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KXIN in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KXIN,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.216118+00:00
3,KYIV,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KYIV in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KYIV,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.216525+00:00
3,KYMR,missing_peer_mapping,add_source_backed_peer_mappings,peer_mapping_after_price,master_universe,"Add at least two trusted, source-backed peer rows; fallback sector/industry context is not trusted peer data.",peer_trend_blocked,peer_valuation_blocked,0,0,0,0,0,0,,needs at least 2 source-backed peer mappings,Add at least 2 source-backed peer mappings for KYMR in data/imports/peers.csv.,data/imports/peers.csv,make templates -> fill source-backed peers -> make imports-validate -> make imports-preview -> make imports-apply,make focus-peers TICKER=KYMR,make peer-mapping-queue TOP_N=25,Copy commands only; review staged rows before applying local CSV changes.,2026-05-30T04:19:24.216773+00:00
